ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC
01,Aguascalientes,001,Aguascalientes,0230,Don Abraham [Rancho],"102°20'47.853"" W","21°53'31.961"" N",1879,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
01,Aguascalientes,001,Aguascalientes,0236,Las Jaboneras,"102°07'00.850"" W","21°44'44.493"" N",1968,27,13,14,2,2,0,25,11,14,24,11,13,18,8,10,18,8,10,18,8,10,2,0,2,5,3,2,4,2,2,0,0,0,0,0,0,1,1,0,6,3,1,2,107.69,9,15,3,3.25,21,10,11,6,3,3,23,10,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,3,2,3,0,0,0,0,2,1,0,0,0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,2,4,2,1,1,0,0,0,8,3,5,2,2,0,7.22,8.38,6.3,11,3,8,7,5,2,11,3,8,0,0,0,23,4,0,0,0,0,2,0,2,0,2,15,1,27,0,0,0,8,0,8,27,0,27,8,8,8,8,8,8,0,0,27,3.38,1.13,8,0,4,4,0,3,5,8,0,2,0,6,6,1,8,0,7,1,2,0,7,3,0,8,6,4,5,3,6,6,7,0,0,5,0,0,0,0,1,3,8,1,1
01,Aguascalientes,001,Aguascalientes,0237,Jaltomate,"102°08'42.058"" W","22°00'57.948"" N",1936,2805,1438,1367,173,98,75,2632,1340,1292,2531,1286,1245,2109,1088,1021,1922,1000,922,1779,932,847,152,80,72,371,172,199,426,198,228,187,88,99,143,68,75,358,177,181,740,264,134,130,95.06,883,1743,179,2.32,2642,1351,1291,140,76,64,2505,1275,1230,22,10,12,1,1,0,0,0,0,1,1,0,1,0,1,6,        2,        1,        1,58,46,17,4,4,19,15,212,120,71,11,23,7,37,19,2521,54,28,26,10,5,5,14,7,7,106,48,58,77,45,32,2,1,1,72,33,39,56,25,31,190,89,101,299,166,133,44,20,24,655,338,317,604,323,281,8.85,8.97,8.72,1323,534,789,784,554,230,1294,527,767,29,7,22,427,2378,1634,101,0,1,650,0,2,0,718,1185,206,2753,28,0,24,655,154,501,2805,650,2155,727,655,727,655,655,655,48,24,2805,4.28,1.04,654,1,161,494,16,73,566,653,2,653,647,2,599,159,650,1,649,6,647,1,649,243,1,612,561,356,400,40,146,518,621,149,63,595,303,260,43,68,12,45,329,4,5
01,Aguascalientes,001,Aguascalientes,0239,General José María Morelos y Pavón (Cañada Honda),"102°12'02.362"" W","22°00'02.173"" N",1913,3822,2065,1757,215,102,113,3598,1958,1640,3478,1903,1575,2946,1666,1280,2756,1569,1187,2552,1467,1085,187,73,114,465,219,246,500,235,265,190,97,93,204,102,102,756,520,236,1270,299,162,137,85.08,1057,2556,200,1.85,3035,1504,1531,752,541,211,3021,1526,1495,266,190,76,17,12,5,0,0,0,16,11,5,16,0,15,31,        9,        2,        7,138,66,58,17,32,25,13,340,110,201,26,66,10,32,26,3135,57,22,35,10,3,7,9,3,6,159,79,80,460,387,73,2,1,1,43,24,19,46,25,21,157,83,74,236,129,107,66,25,41,737,379,358,1378,837,541,10.54,10.85,10.15,1725,738,987,1217,927,290,1685,727,958,40,11,29,572,3241,1950,756,0,0,601,0,7,1,1225,1464,257,3365,132,1,127,920,220,700,3495,690,2805,1186,921,1177,912,919,920,192,73,3495,3.8,0.96,916,1,216,701,13,90,814,916,1,914,892,3,883,139,916,1,916,1,913,0,915,296,2,865,802,517,580,114,388,693,877,405,317,820,477,490,156,133,13,52,349,4,5
01,Aguascalientes,001,Aguascalientes,0256,La Loma de los Negritos,"102°21'00.975"" W","21°52'12.763"" N",1873,1897,935,962,125,51,74,1772,884,888,1675,838,837,1406,703,703,1300,651,649,1191,603,588,130,61,69,236,120,116,272,132,140,106,52,54,109,48,61,270,132,138,505,133,68,65,102.89,597,1200,100,2.55,1684,834,850,197,95,102,1622,815,807,47,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,       23,       11,       12,61,34,23,5,7,7,9,130,48,58,10,22,4,42,19,1697,53,28,25,6,6,0,5,2,3,71,32,39,51,29,22,2,1,1,47,29,18,51,25,26,116,56,60,178,81,97,34,10,24,535,282,253,326,167,159,8.69,8.77,8.61,890,322,568,513,378,135,872,321,551,18,1,17,431,1466,1163,11,0,0,290,2,9,0,457,825,124,1698,116,0,83,475,156,319,1897,594,1303,543,475,515,447,475,475,54,14,1897,3.99,1.05,473,2,142,333,11,74,390,473,2,472,460,3,362,169,471,2,468,7,466,1,467,167,3,454,411,255,287,67,202,388,455,118,102,444,144,106,33,29,5,18,288,3,4
01,Aguascalientes,001,Aguascalientes,0265,El Malacate,"102°14'09.896"" W","21°50'21.055"" N",1941,291,141,150,25,8,17,266,133,133,252,125,127,198,100,98,185,95,90,167,87,80,22,10,12,46,23,23,42,21,21,13,5,8,18,8,10,36,21,15,72,23,10,13,106.38,106,170,15,2.91,272,133,139,19,8,11,251,125,126,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,        6,        3,        3,9,7,2,2,0,3,1,20,6,5,1,4,3,4,5,261,12,7,5,0,0,0,2,1,1,4,3,1,5,3,2,2,0,2,16,7,9,21,7,14,6,2,4,32,13,19,1,0,1,96,54,42,24,15,9,7.68,8.33,7,119,40,79,79,60,19,116,40,76,3,0,3,49,242,97,1,0,0,144,0,1,0,54,127,17,291,0,0,0,72,19,53,291,72,219,91,72,90,71,72,72,13,6,291,4.04,1.17,71,1,32,40,6,13,53,70,2,65,46,7,51,9,56,12,68,4,60,0,62,29,0,60,55,19,31,24,15,59,69,2,0,61,4,0,1,4,0,11,66,0,2
01,Aguascalientes,001,Aguascalientes,0270,La Mascota,"102°20'31.215"" W","21°53'56.515"" N",1877,25,11,14,1,0,1,24,11,13,24,11,13,24,11,13,23,11,12,23,11,12,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,5,1,4,2,7,4,3,127.27,2,18,5,1.64,15,7,8,10,4,6,24,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,3,1,2,0,2,0,0,3,0,1,1,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,2,0,2,3,1,2,13,7,6,11.04,12,10.17,12,5,7,11,5,6,12,5,7,0,0,0,7,18,11,0,0,0,8,0,0,0,11,9,4,24,0,0,1,8,4,4,25,16,9,11,8,10,7,8,8,3,0,25,3.13,0.68,8,0,1,7,0,1,7,8,0,8,4,0,6,6,8,0,3,5,3,0,3,1,0,8,8,7,7,1,5,8,8,4,3,8,5,2,4,1,0,0,3,0,1
01,Aguascalientes,001,Aguascalientes,0272,Matamoros [Congregación],"102°04'20.192"" W","21°47'11.020"" N",1980,281,143,138,13,8,5,268,135,133,260,130,130,218,107,111,199,97,102,185,88,97,13,7,6,37,21,16,50,27,23,19,10,9,14,9,5,31,15,16,73,33,16,17,96.5,82,178,21,2.8,246,125,121,29,18,11,246,128,118,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,        2,        0,        2,24,13,13,1,2,7,0,38,15,21,2,4,4,12,3,211,5,3,2,0,0,0,0,0,0,9,7,2,5,3,2,0,0,0,21,11,10,23,11,12,31,13,18,25,15,10,7,3,4,83,39,44,19,12,7,6.93,7.23,6.63,95,22,73,117,85,32,95,22,73,0,0,0,77,198,108,3,0,0,90,0,0,0,82,114,16,274,0,1,0,69,10,59,281,29,252,95,69,95,69,69,69,21,5,281,4.07,1.05,69,0,21,48,2,6,61,66,3,68,66,1,52,19,63,3,66,3,65,1,63,11,2,62,55,38,43,42,43,52,65,7,2,61,14,5,0,2,4,8,50,2,2
01,Aguascalientes,001,Aguascalientes,0279,San Isidro,"102°19'57.198"" W","21°38'47.357"" N",1797,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
01,Aguascalientes,001,Aguascalientes,0280,San José,"102°15'56.972"" W","21°48'08.378"" N",1908,96,44,52,6,2,4,90,42,48,84,39,45,74,32,42,66,29,37,60,28,32,7,4,3,9,6,3,16,8,8,8,3,5,6,1,5,7,3,4,26,9,3,6,118.18,30,60,6,2.31,84,41,43,12,3,9,81,37,44,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,       10,        5,        5,0,0,0,0,0,0,0,12,6,4,1,5,1,5,2,83,2,1,1,0,0,0,0,0,0,4,1,3,2,2,0,0,0,0,0,0,0,0,0,0,4,1,3,13,5,8,0,0,0,28,13,15,19,9,10,8.94,9.45,8.54,44,11,33,30,21,9,44,11,33,0,0,0,20,76,60,0,0,0,16,0,0,0,26,42,6,86,8,0,2,23,1,22,96,3,93,27,23,27,23,23,23,4,0,96,4.17,1,23,0,5,18,0,1,22,23,0,20,4,3,17,7,21,1,21,2,18,0,19,6,0,22,23,13,16,3,13,22,23,4,0,22,12,7,1,1,0,1,11,0,1
01,Aguascalientes,001,Aguascalientes,0283,El Molino,"102°21'00.170"" W","21°50'23.211"" N",1847,14,7,7,2,2,0,12,5,7,12,5,7,11,5,6,10,4,6,8,4,4,0,0,0,1,0,1,1,1,0,1,1,0,2,0,2,4,2,2,3,0,0,0,100,4,10,0,1.8,14,7,7,0,0,0,12,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,7,2,5,0,0,0,1,1,0,1,0,1,6.7,6.25,7,5,0,5,6,5,1,5,0,5,0,0,0,0,14,0,0,0,0,14,0,0,0,2,8,1,14,0,0,0,4,2,2,14,7,7,4,4,4,4,4,4,0,0,14,3.5,1.08,4,0,1,3,0,1,3,4,0,4,0,0,1,1,3,0,4,0,4,0,3,2,0,3,1,0,2,1,1,4,4,0,0,4,3,0,0,0,0,0,1,0,1
01,Aguascalientes,001,Aguascalientes,0285,Montoro,"102°17'37.792"" W","21°46'33.798"" N",1855,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
01,Aguascalientes,001,Aguascalientes,0291,Los Negritos,"102°20'37.954"" W","21°52'21.179"" N",1853,157,79,78,4,1,3,153,78,75,148,75,73,126,66,60,116,60,56,112,57,55,8,5,3,19,7,12,24,12,12,10,6,4,4,3,1,15,6,9,44,20,10,10,98.73,41,102,14,2.45,143,68,75,14,11,3,146,73,73,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        1,        1,        0,11,10,1,2,2,5,2,18,8,7,3,7,2,5,3,126,3,2,1,4,3,1,2,1,1,3,3,0,4,3,1,1,0,1,6,2,4,10,4,6,10,6,4,25,14,11,0,0,0,42,23,19,25,10,15,8.22,8.15,8.3,73,28,45,53,38,15,73,28,45,0,0,0,21,136,92,6,0,0,38,0,0,0,40,79,7,153,1,0,0,41,9,32,157,37,120,53,41,52,40,41,41,12,0,157,3.83,0.95,39,2,7,34,1,2,38,41,0,41,37,0,31,16,41,0,40,1,40,0,40,8,0,39,40,13,33,14,22,36,41,9,10,35,18,12,2,3,0,5,22,0,1
01,Aguascalientes,001,Aguascalientes,0292,El Niágara,"102°22'41.139"" W","21°46'48.010"" N",1845,411,202,209,15,6,9,396,196,200,378,191,187,323,163,160,296,147,149,277,139,138,25,8,17,48,25,23,60,32,28,27,16,11,19,8,11,43,21,22,107,58,24,34,103.47,115,253,43,2.32,382,184,198,21,14,7,378,191,187,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,2,        0,        0,        0,32,19,16,11,13,10,12,21,6,18,3,2,2,2,10,351,17,4,13,13,6,7,3,2,1,12,6,6,11,5,6,8,1,7,18,5,13,3,0,3,61,27,34,62,25,37,8,4,4,111,63,48,40,24,16,7.57,8.03,7.11,171,58,113,152,105,47,169,58,111,2,0,2,62,349,149,11,5,0,187,0,0,0,106,197,20,387,12,0,12,102,15,87,411,29,382,153,102,147,96,102,102,28,23,411,4.03,0.99,99,3,22,80,2,9,91,102,0,102,19,0,94,31,100,0,102,0,102,0,100,23,0,100,86,48,74,28,46,77,98,15,7,98,38,14,3,2,1,3,62,0,2
01,Aguascalientes,001,Aguascalientes,0293,Norias de Ojocaliente,"102°13'02.218"" W","21°53'21.749"" N",1958,4476,2212,2264,296,157,139,4154,2042,2112,3943,1942,2001,3330,1616,1714,3057,1501,1556,2734,1352,1382,294,141,153,530,285,245,617,301,316,273,115,158,323,149,174,642,334,308,1202,291,130,161,102.35,1393,2878,179,2.54,3795,1879,1916,629,313,316,3810,1883,1927,102,49,53,12,4,8,0,0,0,11,4,7,12,0,11,27,       29,       15,       14,239,114,89,37,43,39,41,516,159,281,62,80,22,111,51,3679,153,74,79,16,6,10,27,6,21,161,85,76,88,56,32,21,7,14,180,72,108,170,67,103,419,157,262,560,271,289,161,62,99,1109,599,510,538,291,247,7.8,8.18,7.42,2087,720,1367,1230,894,336,2026,702,1324,61,18,43,873,3577,1428,74,1,2,2074,3,3,21,1094,1920,314,4073,188,0,185,995,215,780,4466,936,3530,1247,997,1220,970,995,995,193,57,4466,4.49,1.26,947,42,286,703,59,167,763,988,1,955,831,34,661,253,947,26,970,19,940,0,955,447,4,854,773,354,463,159,278,822,941,164,139,892,276,251,36,41,14,90,664,7,5
01,Aguascalientes,001,Aguascalientes,0296,El Ocote,"102°31'06.334"" W","21°46'50.717"" N",2028,262,124,138,8,5,3,254,119,135,245,114,131,223,106,117,213,101,112,199,93,106,12,7,5,19,6,13,21,9,12,10,5,5,14,8,6,29,13,16,64,56,26,30,111.29,49,169,44,3.19,224,108,116,31,13,18,230,109,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        1,        1,        0,13,5,7,1,2,2,2,18,8,7,0,4,0,5,3,229,6,3,3,0,0,0,0,0,0,8,5,3,2,0,2,0,0,0,9,6,3,6,4,2,51,22,29,51,25,26,6,2,4,82,40,42,10,3,7,6.88,6.83,6.92,119,23,96,103,82,21,116,23,93,3,0,3,96,166,52,3,0,0,111,0,0,0,75,120,28,251,8,0,3,69,16,53,262,58,204,105,69,103,67,69,69,31,5,262,3.8,0.9,69,0,18,51,0,7,62,68,1,68,66,1,67,8,69,0,68,1,68,1,68,20,0,67,58,35,48,9,19,55,62,11,14,54,43,10,5,4,2,10,25,2,2
01,Aguascalientes,001,Aguascalientes,0297,Comunidad el Rocío,"102°14'15.092"" W","21°52'41.058"" N",1933,264,143,121,14,5,9,250,138,112,238,133,105,218,119,99,198,105,93,185,96,89,15,8,7,17,11,6,29,18,11,20,14,6,13,9,4,43,29,14,83,21,9,12,84.62,66,182,16,1.81,189,109,80,75,34,41,235,133,102,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,        6,        3,        3,7,5,1,2,3,1,3,51,17,42,4,14,3,13,3,204,9,3,6,3,3,0,4,4,0,6,4,2,12,7,5,1,1,0,13,8,5,10,7,3,24,11,13,34,17,17,8,3,5,51,28,23,66,37,29,8.84,8.92,8.74,129,52,77,88,67,21,128,51,77,1,1,0,119,145,124,19,0,0,3,0,0,0,76,115,27,232,18,0,14,69,16,53,264,57,207,81,69,79,67,69,69,9,3,264,3.83,0.95,68,1,19,50,1,7,61,69,0,68,67,1,30,15,69,0,69,0,68,0,69,26,0,66,55,28,37,9,24,51,68,18,16,64,29,19,3,5,0,5,36,0,2
01,Aguascalientes,001,Aguascalientes,0309,Las Palomas,"102°21'36.565"" W","21°53'33.704"" N",1870,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
01,Aguascalientes,001,Aguascalientes,0315,Peñuelas (El Cienegal),"102°16'16.400"" W","21°43'18.478"" N",1860,1753,902,851,89,46,43,1664,856,808,1594,817,777,1381,718,663,1285,663,622,1191,612,579,100,54,46,183,84,99,220,105,115,96,55,41,94,51,43,222,113,109,478,186,94,92,94.35,468,1166,119,2.15,1558,809,749,188,91,97,1565,803,762,24,14,10,2,1,1,0,0,0,2,1,1,2,0,2,10,       39,       21,       18,50,23,17,8,12,9,5,121,46,49,6,34,7,8,10,1577,40,22,18,9,5,4,2,0,2,79,47,32,76,43,33,0,0,0,26,11,15,43,15,28,63,36,27,214,109,105,20,9,11,459,253,206,417,203,214,9.4,9.38,9.42,767,257,510,610,459,151,755,252,503,12,5,7,233,1520,1308,10,17,1,187,0,0,0,470,773,138,1650,54,0,49,461,93,368,1753,352,1401,616,461,611,456,461,461,88,67,1753,3.8,0.87,460,1,142,319,12,48,401,458,3,459,424,2,430,174,460,0,460,1,456,0,460,133,0,435,396,259,309,72,217,366,438,164,157,423,213,139,74,47,8,18,218,0,4
01,Aguascalientes,001,Aguascalientes,0336,Soledad de Arriba,"102°06'17.749"" W","21°47'03.839"" N",1995,28,14,14,2,1,1,26,13,13,25,12,13,20,9,11,19,9,10,17,8,9,2,2,0,4,2,2,5,2,3,1,0,1,2,1,1,1,0,1,6,6,3,3,100,9,16,3,3.11,23,10,13,3,2,1,25,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,0,0,0,0,0,0,0,4,3,3,0,1,1,1,0,24,1,1,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5,3,2,1,0,1,1,1,0,6,3,3,6,2,4,8.84,8.11,9.5,10,2,8,10,7,3,10,2,8,0,0,0,3,25,7,10,0,0,8,0,0,0,5,15,0,28,0,0,0,7,0,7,28,0,28,9,7,9,7,7,7,2,0,28,4,1.08,7,0,1,6,0,2,5,7,0,7,7,0,7,4,7,0,7,0,7,0,7,0,0,7,7,6,7,6,6,6,7,2,0,7,3,2,0,1,0,0,3,0,1
01,Aguascalientes,001,Aguascalientes,0340,La Puerta (Granjas Cariñán),"102°22'43.270"" W","21°53'10.206"" N",1903,17,9,8,2,1,1,15,8,7,15,8,7,15,8,7,14,7,7,12,7,5,0,0,0,0,0,0,1,1,0,1,1,0,2,0,2,3,2,1,4,0,0,0,88.89,3,14,0,2.63,16,8,8,1,1,0,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,3,2,1,7,4,3,10.07,10.43,9.71,10,5,5,5,3,2,10,5,5,0,0,0,0,17,14,0,0,0,0,0,3,0,6,9,0,17,0,0,0,5,1,4,17,1,16,7,5,7,5,5,5,2,0,17,3.4,0.77,5,0,2,3,0,0,5,5,0,2,0,3,3,0,5,0,5,0,2,0,5,0,0,5,5,2,5,2,2,3,5,2,3,4,2,1,1,1,0,0,3,0,1
01,Aguascalientes,001,Aguascalientes,0345,El Refugio de Peñuelas,"102°17'22.346"" W","21°42'57.488"" N",1863,1638,835,803,79,38,41,1559,797,762,1497,765,732,1274,655,619,1183,604,579,1092,562,530,98,47,51,187,95,92,224,118,106,91,51,40,91,42,49,201,97,104,432,170,85,85,96.17,455,1068,115,2.11,1457,736,721,178,96,82,1481,759,722,14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,        2,        0,        2,55,38,27,17,16,25,18,152,60,62,20,45,23,34,21,1419,45,21,24,6,4,2,9,7,2,55,27,28,44,23,21,2,2,0,23,16,7,25,15,10,116,68,48,201,103,98,34,16,18,497,249,248,266,130,136,8.63,8.46,8.8,759,277,482,513,377,136,750,276,474,9,1,8,204,1434,1206,27,0,0,201,0,9,0,460,670,144,1156,41,2,37,425,148,277,1633,531,1102,523,426,519,422,425,425,60,37,1633,3.84,0.91,421,4,72,353,8,41,376,423,2,423,12,2,391,175,423,0,419,6,418,1,419,149,1,404,356,230,265,37,160,376,416,110,22,403,162,119,28,31,3,20,241,2,4
